file,id,name,route,chemical_group,unit,bqm_is_class_id,bqm_is_class_label,bqm_is_class_iri,bqb_is_class_id,bqb_is_class_label,bqb_is_class_iri
Godin.sbml,ASt,,oral,Pesticides,,,,,,,
Godin.sbml,AIT,,oral,Pesticides,,,,,,,
Godin.sbml,ALiverVC,,oral,Pesticides,,,,,,,
Godin.sbml,ALiverIC,,oral,Pesticides,,,,,,,
Godin.sbml,ABlood,,oral,Pesticides,,,,,,,
Godin.sbml,ARestVC,,oral,Pesticides,,,,,,,
Godin.sbml,ARestIC,,oral,Pesticides,,,,,,,
Godin.sbml,ALiverMet,,oral,Pesticides,,,,,,,
Godin.sbml,ABloodMet,,oral,Pesticides,,,,,,,
Godin.sbml,AFecal,,oral,Pesticides,,,,,,,
Zwartsen.sbml,ASL,,oral,Pesticides,,,,,,,
Zwartsen.sbml,AIL,,oral,Pesticides,,,,,,,
Zwartsen.sbml,ALiver,,oral,Pesticides,,,,,,,
Zwartsen.sbml,ABlood,,oral,Pesticides,,,,,,,
Zwartsen.sbml,ARest,,oral,Pesticides,,,,,,,
Zwartsen.sbml,ALiverMet1,,oral,Pesticides,,,,,,,
Zwartsen.sbml,ALiverMet2,,oral,Pesticides,,,,,,,
Wei.sbml,ASt,,oral,Pesticides,,,,,,,
Wei.sbml,AIT,,oral,Pesticides,,,,,,,
Wei.sbml,ALiver,,oral,Pesticides,,,,,,,
Wei.sbml,ABlood,,oral,Pesticides,,,,,,,
Wei.sbml,ARestT,,oral,Pesticides,,,,,,,
Wei.sbml,ARestVC,,oral,Pesticides,,,,,,,
Wei.sbml,ALiverMet,,oral,Pesticides,,,,,,,
Wei.sbml,ABloodMet,,oral,Pesticides,,,,,,,
Wei.sbml,AExcr,,oral,Pesticides,,,,,,,
Wei.sbml,AFecal,,oral,Pesticides,,,,,,,
Wei.sbml,AUrine,,oral,Pesticides,,,,,,,
Zhao.sbml,AGut,,oral,Pesticides,,,,,,,
Zhao.sbml,ALiver,,oral,Pesticides,,,,,,,
Zhao.sbml,ABlood,,oral,Pesticides,,,,,,,
Zhao.sbml,ARest,,oral,Pesticides,,,,,,,
Zhao.sbml,ALiverMet1,,oral,Pesticides,,,,,,,
Zhao.sbml,ALiverMet2,,oral,Pesticides,,,,,,,
Zhao.sbml,ALiverMet3,,oral,Pesticides,,,,,,,
Tonnelier.sbml,AAbsComp,,oral,Pesticides,,,,,,,
Tonnelier.sbml,APV,,oral,Pesticides,,,,,,,
Tonnelier.sbml,ALiver,,oral,Pesticides,,,,,,,
Tonnelier.sbml,ALiverMet,,oral,Pesticides,,,,,,,
Tonnelier.sbml,ASysComp,,oral,Pesticides,,,,,,,
Tonnelier.sbml,ARenalEx,,oral,Pesticides,,,,,,,
Timchalk.sbml,ALiver,,oral,Pesticides,,,,,,,
Timchalk.sbml,ABlood,,oral,Pesticides,,,,,,,
Timchalk.sbml,ARest,,oral,Pesticides,,,,,,,
Timchalk.sbml,ALiverMet1,,oral,Pesticides,,,,,,,
Timchalk.sbml,ALiverMet2,,oral,Pesticides,,,,,,,
Moreau_Carbaryl.sbml,ASt,,oral,Pesticides,,,,,,,
Moreau_Carbaryl.sbml,ADuodenum,,oral,Pesticides,,,,,,,
Moreau_Carbaryl.sbml,AGITissue,,oral,Pesticides,,,,,,,
Moreau_Carbaryl.sbml,ALiver,,oral,Pesticides,,,,,,,
Moreau_Carbaryl.sbml,APlasma,,oral,Pesticides,,,,,,,
Moreau_Carbaryl.sbml,ARest,,oral,Pesticides,,,,,,,
Moreau_Carbaryl.sbml,ALiverMet,,oral,Pesticides,,,,,,,
Moreau_Carbaryl.sbml,APlasmaMet,,oral,Pesticides,,,,,,,
Moreau_Carbaryl.sbml,AUrine,,oral,Pesticides,,,,,,,
Moreau_Deltamethrin.sbml,ASt,,oral,Pesticides,,,,,,,
Moreau_Deltamethrin.sbml,ADuodenum,,oral,Pesticides,,,,,,,
Moreau_Deltamethrin.sbml,AGITissue,,oral,Pesticides,,,,,,,
Moreau_Deltamethrin.sbml,ALiver,,oral,Pesticides,,,,,,,
Moreau_Deltamethrin.sbml,APlasma,,oral,Pesticides,,,,,,,
Moreau_Deltamethrin.sbml,ARest,,oral,Pesticides,,,,,,,
Moreau_Deltamethrin.sbml,ALiverMet,,oral,Pesticides,,,,,,,
Moreau_Deltamethrin.sbml,APlasmaMet,,oral,Pesticides,,,,,,,
Moreau_Deltamethrin.sbml,AUrine,,oral,Pesticides,,,,,,,
Chen.sbml,ASt,,oral,Pesticides,,,,,,,
Chen.sbml,AIT,,oral,Pesticides,,,,,,,
Chen.sbml,ALiver,,oral,Pesticides,,,,,,,
Chen.sbml,ABlood,,oral,Pesticides,,,,,,,
Chen.sbml,ARest,,oral,Pesticides,,,,,,,
Chen.sbml,ALiverMet1,,oral,Pesticides,,,,,,,
Chen.sbml,ALiverMet2,,oral,Pesticides,,,,,,,
Bouchard.sbml,AGut,,oral,Pesticides,,,,,,,
Bouchard.sbml,ABlood,,oral,Pesticides,,,,,,,
Bouchard.sbml,ARest,,oral,Pesticides,,,,,,,
Bouchard.sbml,ABloodMetTotal,,oral,Pesticides,,,,,,,
Mallick.sbml,ALumen,,oral,Pesticides,,,,,,,
Mallick.sbml,AGut,,oral,Pesticides,,,,,,,
Mallick.sbml,ALiver,,oral,Pesticides,,,,,,,
Mallick.sbml,APlasma,,oral,Pesticides,,,,,,,
Mallick.sbml,ARestPlasma,,oral,Pesticides,,,,,,,
Mallick.sbml,ARestTissue,,oral,Pesticides,,,,,,,
Mallick.sbml,ALiverMet1,,oral,Pesticides,,,,,,,
Deepika.sbml,AGI,Amount in gastrointestinal tract,oral,PFAS,ug,PBPKO:00496,amount in gut,http://purl.obolibrary.org/obo/PBPKO_00496,CHEBI:39421,perfluorooctane-1-sulfonic acid,http://purl.obolibrary.org/obo/CHEBI_39421
Deepika.sbml,ALiver,Amount in liver,oral,PFAS,ug,PBPKO:00497,amount in liver,http://purl.obolibrary.org/obo/PBPKO_00497,CHEBI:39421,perfluorooctane-1-sulfonic acid,http://purl.obolibrary.org/obo/CHEBI_39421
Deepika.sbml,APlasma,Amount in plasma,oral,PFAS,ug,PBPKO:00502,amount in plasma,http://purl.obolibrary.org/obo/PBPKO_00502,CHEBI:39421,perfluorooctane-1-sulfonic acid,http://purl.obolibrary.org/obo/CHEBI_39421
Deepika.sbml,ARest,Amount in the rest of the body,oral,PFAS,ug,PBPKO:00501,amount in restbody,http://purl.obolibrary.org/obo/PBPKO_00501,CHEBI:39421,perfluorooctane-1-sulfonic acid,http://purl.obolibrary.org/obo/CHEBI_39421
ChouLin.sbml,AST,Amount in the stomach,oral,PFAS,ug,,,,CHEBI:39421,perfluorooctane-1-sulfonic acid,http://purl.obolibrary.org/obo/CHEBI_39421
ChouLin.sbml,ASI,Amount in the small intestine,oral,PFAS,ug,,,,CHEBI:39421,perfluorooctane-1-sulfonic acid,http://purl.obolibrary.org/obo/CHEBI_39421
ChouLin.sbml,ALiver,Amount in the liver,oral,PFAS,ug,PBPKO:00497,amount in liver,http://purl.obolibrary.org/obo/PBPKO_00497,CHEBI:39421,perfluorooctane-1-sulfonic acid,http://purl.obolibrary.org/obo/CHEBI_39421
ChouLin.sbml,APlasma,Amount in plasma,oral,PFAS,ug,PBPKO:00502,amount in plasma,http://purl.obolibrary.org/obo/PBPKO_00502,CHEBI:39421,perfluorooctane-1-sulfonic acid,http://purl.obolibrary.org/obo/CHEBI_39421
ChouLin.sbml,ARest,Amount in the rest of the body,oral,PFAS,ug,PBPKO:00501,amount in restbody,http://purl.obolibrary.org/obo/PBPKO_00501,CHEBI:39421,perfluorooctane-1-sulfonic acid,http://purl.obolibrary.org/obo/CHEBI_39421
ChouLin.sbml,AFeces,Amount in feces,oral,PFAS,ug,PBPKO:00275,cumulative amount in feces,http://purl.obolibrary.org/obo/PBPKO_00275,CHEBI:39421,perfluorooctane-1-sulfonic acid,http://purl.obolibrary.org/obo/CHEBI_39421
Worley.sbml,ASt,,oral,PFAS,,,,,,,
Worley.sbml,ASI,Amount in the small intestine,oral,PFAS,ug,,,,CHEBI:35549,perfluorooctanoic acid,http://purl.obolibrary.org/obo/CHEBI_35549
Worley.sbml,ALiver,Amount in the liver,oral,PFAS,ug,PBPKO:00497,amount in liver,http://purl.obolibrary.org/obo/PBPKO_00497,CHEBI:35549,perfluorooctanoic acid,http://purl.obolibrary.org/obo/CHEBI_35549
Worley.sbml,APlasma,Amount in plasma,oral,PFAS,ug,PBPKO:00502,amount in plasma,http://purl.obolibrary.org/obo/PBPKO_00502,CHEBI:35549,perfluorooctanoic acid,http://purl.obolibrary.org/obo/CHEBI_35549
Worley.sbml,ARest,Amount in the rest of the body,oral,PFAS,ug,PBPKO:00501,amount in restbody,http://purl.obolibrary.org/obo/PBPKO_00501,CHEBI:35549,perfluorooctanoic acid,http://purl.obolibrary.org/obo/CHEBI_35549
Worley.sbml,AFeces,Amount in feces,oral,PFAS,ug,PBPKO:00275,cumulative amount in feces,http://purl.obolibrary.org/obo/PBPKO_00275,CHEBI:35549,perfluorooctanoic acid,http://purl.obolibrary.org/obo/CHEBI_35549
Chen.sbml,AST,Amount in the stomach,oral,PFAS,ug,,,,CHEBI:39421,perfluorooctane-1-sulfonic acid,http://purl.obolibrary.org/obo/CHEBI_39421
Chen.sbml,ASI,Amount in the small intestine,oral,PFAS,ug,,,,CHEBI:39421,perfluorooctane-1-sulfonic acid,http://purl.obolibrary.org/obo/CHEBI_39421
Chen.sbml,ALiver,Liver,oral,PFAS,ug,PBPKO:00497,amount in liver,http://purl.obolibrary.org/obo/PBPKO_00497,CHEBI:39421,perfluorooctane-1-sulfonic acid,http://purl.obolibrary.org/obo/CHEBI_39421
Chen.sbml,APlasma,Amount in plasma,oral,PFAS,ug,PBPKO:00502,amount in plasma,http://purl.obolibrary.org/obo/PBPKO_00502,CHEBI:39421,perfluorooctane-1-sulfonic acid,http://purl.obolibrary.org/obo/CHEBI_39421
Chen.sbml,ARest,Amount in the rest of the body,oral,PFAS,ug,PBPKO:00501,amount in restbody,http://purl.obolibrary.org/obo/PBPKO_00501,CHEBI:39421,perfluorooctane-1-sulfonic acid,http://purl.obolibrary.org/obo/CHEBI_39421
Chen.sbml,AFeces,Amount in the feces,oral,PFAS,ug,PBPKO:00275,cumulative amount in feces,http://purl.obolibrary.org/obo/PBPKO_00275,CHEBI:39421,perfluorooctane-1-sulfonic acid,http://purl.obolibrary.org/obo/CHEBI_39421
LoccisanoPFOS.sbml,AGI,Amount in the gut,oral,PFAS,ug,PBPKO:00496,amount in gut,http://purl.obolibrary.org/obo/PBPKO_00496,CHEBI:39421,perfluorooctane-1-sulfonic acid,http://purl.obolibrary.org/obo/CHEBI_39421
LoccisanoPFOS.sbml,ALiver,Amount in the liver,oral,PFAS,ug,PBPKO:00497,amount in liver,http://purl.obolibrary.org/obo/PBPKO_00497,CHEBI:39421,perfluorooctane-1-sulfonic acid,http://purl.obolibrary.org/obo/CHEBI_39421
LoccisanoPFOS.sbml,APlasma,Amount in plasma,oral,PFAS,ug,PBPKO:00502,amount in plasma,http://purl.obolibrary.org/obo/PBPKO_00502,CHEBI:39421,perfluorooctane-1-sulfonic acid,http://purl.obolibrary.org/obo/CHEBI_39421
LoccisanoPFOS.sbml,ARest,Amount in the rest of the body,oral,PFAS,ug,PBPKO:00501,amount in restbody,http://purl.obolibrary.org/obo/PBPKO_00501,CHEBI:39421,perfluorooctane-1-sulfonic acid,http://purl.obolibrary.org/obo/CHEBI_39421
Husoy.sbml,AGI,Amount in the gut,oral,PFAS,ug,PBPKO:00496,amount in gut,http://purl.obolibrary.org/obo/PBPKO_00496,CHEBI:35549,perfluorooctanoic acid,http://purl.obolibrary.org/obo/CHEBI_35549
Husoy.sbml,ALiver,Amount in the liver,oral,PFAS,ug,PBPKO:00497,amount in liver,http://purl.obolibrary.org/obo/PBPKO_00497,CHEBI:35549,perfluorooctanoic acid,http://purl.obolibrary.org/obo/CHEBI_35549
Husoy.sbml,APlasma,Amount in plasma,oral,PFAS,ug,PBPKO:00502,amount in plasma,http://purl.obolibrary.org/obo/PBPKO_00502,CHEBI:35549,perfluorooctanoic acid,http://purl.obolibrary.org/obo/CHEBI_35549
Husoy.sbml,ARest,Amount in the rest of the body,oral,PFAS,ug,PBPKO:00501,amount in restbody,http://purl.obolibrary.org/obo/PBPKO_00501,CHEBI:35549,perfluorooctanoic acid,http://purl.obolibrary.org/obo/CHEBI_35549
Husoy.sbml,AFeces,Amount in feces,oral,PFAS,ug,PBPKO:00275,cumulative amount in feces,http://purl.obolibrary.org/obo/PBPKO_00275,CHEBI:35549,perfluorooctanoic acid,http://purl.obolibrary.org/obo/CHEBI_35549
LoccisanoPFOA.sbml,AGI,Amount in the gut,oral,PFAS,ug,PBPKO:00496,amount in gut,http://purl.obolibrary.org/obo/PBPKO_00496,CHEBI:35549,perfluorooctanoic acid,http://purl.obolibrary.org/obo/CHEBI_35549
LoccisanoPFOA.sbml,ALiver,Amount in the liver,oral,PFAS,ug,PBPKO:00497,amount in liver,http://purl.obolibrary.org/obo/PBPKO_00497,CHEBI:35549,perfluorooctanoic acid,http://purl.obolibrary.org/obo/CHEBI_35549
LoccisanoPFOA.sbml,APlasma,Amount in plasma,oral,PFAS,ug,PBPKO:00502,amount in plasma,http://purl.obolibrary.org/obo/PBPKO_00502,CHEBI:35549,perfluorooctanoic acid,http://purl.obolibrary.org/obo/CHEBI_35549
LoccisanoPFOA.sbml,ARest,Amount in the rest of the body,oral,PFAS,ug,PBPKO:00501,amount in restbody,http://purl.obolibrary.org/obo/PBPKO_00501,CHEBI:35549,perfluorooctanoic acid,http://purl.obolibrary.org/obo/CHEBI_35549
ElMasri2008.sbml,ALumen_As3,Amount of As3+ in lumen,oral,Heavy Metals,mol/,,,,CHEBI:35828,arsenic(3+),http://purl.obolibrary.org/obo/CHEBI_35828
ElMasri2008.sbml,ALumen_As5,Amount of As5+ in lumen,oral,Heavy Metals,mol/,,,,CHEBI:35829,arsenic(5+),http://purl.obolibrary.org/obo/CHEBI_35829
ElMasri2008.sbml,AGut_As3,Amount of As3+ in gut,oral,Heavy Metals,mol/,PBPKO:00496,amount in gut,http://purl.obolibrary.org/obo/PBPKO_00496,CHEBI:35828,arsenic(3+),http://purl.obolibrary.org/obo/CHEBI_35828
ElMasri2008.sbml,AGut_As5,Amount of As5+ in gut,oral,Heavy Metals,mol/,PBPKO:00496,amount in gut,http://purl.obolibrary.org/obo/PBPKO_00496,CHEBI:35829,arsenic(5+),http://purl.obolibrary.org/obo/CHEBI_35829
ElMasri2008.sbml,AGut_AsM5,Amount of MMA5 in gut,oral,Heavy Metals,mol/,PBPKO:00496,amount in gut,http://purl.obolibrary.org/obo/PBPKO_00496,CHEBI:29852,methylarsonic acid,http://purl.obolibrary.org/obo/CHEBI_29852
ElMasri2008.sbml,AGut_AsD5,Amount of DMA5 in Gut,oral,Heavy Metals,mol/,PBPKO:00496,amount in gut,http://purl.obolibrary.org/obo/PBPKO_00496,CHEBI:48765,dimethylarsinic acid,http://purl.obolibrary.org/obo/CHEBI_48765
ElMasri2008.sbml,AArterial_AsD5,Amount of DMA5 in arterial blood,oral,Heavy Metals,mol/,PBPKO:00631,amount in arterial blood,http://purl.obolibrary.org/obo/PBPKO_00631,CHEBI:48765,dimethylarsinic acid,http://purl.obolibrary.org/obo/CHEBI_48765
ElMasri2008.sbml,ALiver_As3,Amount of As3+ in liver,oral,Heavy Metals,mol/,PBPKO:00497,amount in liver,http://purl.obolibrary.org/obo/PBPKO_00497,CHEBI:35828,arsenic(3+),http://purl.obolibrary.org/obo/CHEBI_35828
ElMasri2008.sbml,ALiver_As5,Amount of As5+ in liver,oral,Heavy Metals,mol/,PBPKO:00497,amount in liver,http://purl.obolibrary.org/obo/PBPKO_00497,CHEBI:35829,arsenic(5+),http://purl.obolibrary.org/obo/CHEBI_35829
ElMasri2008.sbml,ALiver_AsM3,Amount of MMA3 in liver,oral,Heavy Metals,mol/,PBPKO:00497,amount in liver,http://purl.obolibrary.org/obo/PBPKO_00497,CHEBI:17826,methylarsonous acid,http://purl.obolibrary.org/obo/CHEBI_17826
ElMasri2008.sbml,ALiver_AsM5,Amount of MMA5 in liver,oral,Heavy Metals,mol/,PBPKO:00497,amount in liver,http://purl.obolibrary.org/obo/PBPKO_00497,CHEBI:29852,methylarsonic acid,http://purl.obolibrary.org/obo/CHEBI_29852
ElMasri2008.sbml,ALiver_AsD3,Amount of DMA3 in liver,oral,Heavy Metals,mol/,PBPKO:00497,amount in liver,http://purl.obolibrary.org/obo/PBPKO_00497,CHEBI:23808,dimethylarsinous acid,http://purl.obolibrary.org/obo/CHEBI_23808
ElMasri2008.sbml,ALiver_AsD5,Amount od DMA5 in liver,oral,Heavy Metals,mol/,PBPKO:00497,amount in liver,http://purl.obolibrary.org/obo/PBPKO_00497,CHEBI:48765,dimethylarsinic acid,http://purl.obolibrary.org/obo/CHEBI_48765
ElMasri2008.sbml,ARest_As3,Amount of As3+ in rest of the body,oral,Heavy Metals,mol/,PBPKO:00501,amount in restbody,http://purl.obolibrary.org/obo/PBPKO_00501,CHEBI:35828,arsenic(3+),http://purl.obolibrary.org/obo/CHEBI_35828
ElMasri2008.sbml,ARest_As5,Amount of As5+ in rest of the body,oral,Heavy Metals,mol/,PBPKO:00501,amount in restbody,http://purl.obolibrary.org/obo/PBPKO_00501,CHEBI:35829,arsenic(5+),http://purl.obolibrary.org/obo/CHEBI_35829
ElMasri2008.sbml,ARest_AsM5,Amount of MMA5 in rest of the body,oral,Heavy Metals,mol/,PBPKO:00501,amount in restbody,http://purl.obolibrary.org/obo/PBPKO_00501,CHEBI:29852,methylarsonic acid,http://purl.obolibrary.org/obo/CHEBI_29852
ElMasri2008.sbml,ARest_AsD5,Amount of DMA5 in rest of the body,oral,Heavy Metals,mol/,PBPKO:00501,amount in restbody,http://purl.obolibrary.org/obo/PBPKO_00501,CHEBI:48765,dimethylarsinic acid,http://purl.obolibrary.org/obo/CHEBI_48765
ElMasri2008.sbml,AArterial_As3,Amount of As3+ in arterial blood,oral,Heavy Metals,mol/,PBPKO:00631,amount in arterial blood,http://purl.obolibrary.org/obo/PBPKO_00631,CHEBI:35828,arsenic(3+),http://purl.obolibrary.org/obo/CHEBI_35828
ElMasri2008.sbml,AArterial_As5,Amount of As5+ in arterial blood,oral,Heavy Metals,mol/,PBPKO:00631,amount in arterial blood,http://purl.obolibrary.org/obo/PBPKO_00631,CHEBI:35829,arsenic(5+),http://purl.obolibrary.org/obo/CHEBI_35829
ElMasri2008.sbml,AArterial_AsM5,Amount of MMA5 in arterial blood,oral,Heavy Metals,mol/,PBPKO:00631,amount in arterial blood,http://purl.obolibrary.org/obo/PBPKO_00631,CHEBI:29852,methylarsonic acid,http://purl.obolibrary.org/obo/CHEBI_29852
ElMasri2008.sbml,AVenous_As3,Amount of As3+ in venous blood,oral,Heavy Metals,mol/,PBPKO:00632,amount in venous blood,http://purl.obolibrary.org/obo/PBPKO_00632,CHEBI:35828,arsenic(3+),http://purl.obolibrary.org/obo/CHEBI_35828
ElMasri2008.sbml,AVenous_As5,Amount of As5+ in venous blood,oral,Heavy Metals,mol/,PBPKO:00632,amount in venous blood,http://purl.obolibrary.org/obo/PBPKO_00632,CHEBI:35829,arsenic(5+),http://purl.obolibrary.org/obo/CHEBI_35829
ElMasri2008.sbml,AVenous_AsM5,Amount of MMA5 in venous blood,oral,Heavy Metals,mol/,PBPKO:00632,amount in venous blood,http://purl.obolibrary.org/obo/PBPKO_00632,CHEBI:29852,methylarsonic acid,http://purl.obolibrary.org/obo/CHEBI_29852
ElMasri2008.sbml,AVenous_AsD5,Amount of DMA5 in venous blood,oral,Heavy Metals,mol/,PBPKO:00632,amount in venous blood,http://purl.obolibrary.org/obo/PBPKO_00632,CHEBI:48765,dimethylarsinic acid,http://purl.obolibrary.org/obo/CHEBI_48765
ElMasri2008.sbml,ALung_As3,Amount of As3+ in lung,oral,Heavy Metals,mol/,PBPKO:00504,amount in lung,http://purl.obolibrary.org/obo/PBPKO_00504,CHEBI:35828,arsenic(3+),http://purl.obolibrary.org/obo/CHEBI_35828
ElMasri2008.sbml,ALung_As5,Amount of As5+ in lung,oral,Heavy Metals,mol/,PBPKO:00504,amount in lung,http://purl.obolibrary.org/obo/PBPKO_00504,CHEBI:35829,arsenic(5+),http://purl.obolibrary.org/obo/CHEBI_35829
ElMasri2008.sbml,ALung_AsM3,Amount of MMA3 in lung,oral,Heavy Metals,mol/,PBPKO:00504,amount in lung,http://purl.obolibrary.org/obo/PBPKO_00504,CHEBI:17826,methylarsonous acid,http://purl.obolibrary.org/obo/CHEBI_17826
ElMasri2008.sbml,ALung_AsM5,Amount of MMA5 in lung,oral,Heavy Metals,mol/,PBPKO:00504,amount in lung,http://purl.obolibrary.org/obo/PBPKO_00504,CHEBI:29852,methylarsonic acid,http://purl.obolibrary.org/obo/CHEBI_29852
